Data,Lançamento,Dcto.,Crédito (R$),Débito (R$),Saldo (R$),,
15/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,10,79,,"R$ 3.286,00",9
15/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,114,78,,"R$ 3.400,00",87
15/01/2019,TARIFA BANCARIA CESTA PJ 2,20119,,-54,5,"R$ 3.346,00",82
16/01/2019,CARTAO VISA ELECTRON CIELO SA,9338296,93,70,,"R$ 3.440,00",52
16/01/2019,CHEQUE COMPENSADO,456,,-800,0,"R$ 2.640,00",52
17/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,127,54,,"R$ 2.768,00",6
18/01/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,72,11,,"R$ 2.840,00",17
18/01/2019,SAQUE COM CARTAO CB ESPECIE,5882080,,-800,0,"R$ 2.040,00",17
18/01/2019,TRANSF CC PARA CC PJ MARIA NILVANDA DA SILVA GOMES,835358,,-2000,0,"R$ 40,00",17
21/01/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,71,62,,"R$ 111,00",79
21/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,70,64,,"R$ 182,00",43
21/01/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 142,00",44
23/01/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,98,11,,"R$ 240,00",55
23/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,17,66,,"R$ 258,00",21
24/01/2019,CARTAO VISA ELECTRON CIELO SA,9338296,92,22,,"R$ 350,00",43
24/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,82,90,,"R$ 433,00",33
25/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,81,59,,"R$ 514,00",92
25/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,522,72,,"R$ 1.037,00",64
25/01/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,5802,65,,"R$ 6.840,00",29
25/01/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,520,95,,"R$ 7.361,00",24
25/01/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,10,,-1286,76,"R$ 6.074,00",48
25/01/2019,PAGTO ELETRON  COBRANCA NUBANKKAKA,11,,-1019,44,"R$ 5.055,00",4
28/01/2019,TARIFA EXCLUSAO CCF,4880001,,-51,70,"R$ 5.003,00",34
28/01/2019,TAXA DE EXCLUSAO CCF,4870001,,-6,82,"R$ 4.996,00",52
30/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,43,66,,"R$ 5.040,00",18
30/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,179,90,,"R$ 5.220,00",8
30/01/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,1765,74,,"R$ 6.985,00",82
31/01/2019,CARTAO VISA ELECTRON CIELO SA,9338296,137,35,,"R$ 7.123,00",17
31/01/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,359,16,,"R$ 7.482,00",33
31/01/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,66,72,,"R$ 7.549,00",5
01/02/2019,CARTAO VISA ELECTRON CIELO SA,9338296,269,80,,"R$ 7.818,00",85
04/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,85,36,,"R$ 7.904,00",21
04/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,554,32,,"R$ 8.458,00",53
05/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,51,51,,"R$ 8.510,00",4
06/02/2019,CARTAO VISA ELECTRON CIELO SA,9338296,16,68,,"R$ 8.526,00",72
06/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,63,28,,"R$ 8.590,00",0
07/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,44,15,,"R$ 8.634,00",15
07/02/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-29,92,"R$ 8.604,00",23
08/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,39,25,,"R$ 8.643,00",48
11/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,26,49,,"R$ 8.669,00",97
11/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,53,96,,"R$ 8.723,00",93
11/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,71,62,,"R$ 8.795,00",55
11/02/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-182,63,"R$ 8.612,00",92
12/02/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-39,54,"R$ 8.573,00",38
13/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,33,36,,"R$ 8.606,00",74
13/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,98,11,,"R$ 8.704,00",85
14/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,39,24,,"R$ 8.744,00",9
14/02/2019,CHEQUE COMPENSADO,459,,-930,0,"R$ 7.814,00",9
15/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,11,77,,"R$ 7.825,00",86
15/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,60,82,,"R$ 7.886,00",68
15/02/2019,TARIFA BANCARIA CESTA PJ 2,10219,,-54,5,"R$ 7.832,00",63
15/02/2019,TARIFA BANCARIA EXCEDENTE SAQUE AUTO ATEND,200001,,-2,40,"R$ 7.830,00",23
15/02/2019,CHEQUE COMPENSADO,458,,-1350,0,"R$ 6.480,00",23
18/02/2019,CARTAO VISA ELECTRON CIELO SA,9338296,58,87,,"R$ 6.539,00",10
18/02/2019,CARTAO VISA ELECTRON CIELO SA,9338296,71,62,,"R$ 6.610,00",72
18/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,46,11,,"R$ 6.656,00",83
19/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,25,51,,"R$ 6.682,00",34
19/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,56,90,,"R$ 6.739,00",24
19/02/2019,PAGTO ELETRON  COBRANCA NUBANKPAI,12,,-1003,0,"R$ 5.736,00",24
19/02/2019,PAGTO ELETRON  COBRANCA NUBANKKAKA,13,,-543,33,"R$ 5.192,00",91
20/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,26,49,,"R$ 5.219,00",40
20/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,68,68,,"R$ 5.288,00",8
20/02/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,8407,93,,"R$ 13.696,00",1
20/02/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,1161,72,,"R$ 14.857,00",73
20/02/2019,CHEQUE COMPENSADO,457,,-900,0,"R$ 13.957,00",73
21/02/2019,CHEQUE COMPENSADO,462,,-2000,0,"R$ 11.957,00",73
21/02/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 11.917,00",74
22/02/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882291,500,0,,"R$ 12.417,00",74
22/02/2019,SAQUE C/C BDN Ag05882maq063311seq0144822021022,3311448,,-2500,0,"R$ 9.917,00",74
22/02/2019,SAQUE C/C BDN Ag05882maq063311seq0145622021024,3311456,,-1000,0,"R$ 8.917,00",74
22/02/2019,SAQUE C/C BDN Ag05882maq063311seq0146422021026,3311464,,-2500,0,"R$ 6.417,00",74
22/02/2019,SAQUE C/C BDN Ag05882maq063311seq0147222021027,3311472,,-2500,0,"R$ 3.917,00",74
22/02/2019,SAQUE C/C BDN Ag05882maq063311seq0148022021029,3311480,,-1000,0,"R$ 2.917,00",74
25/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,71,62,,"R$ 2.989,00",36
25/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,150,60,,"R$ 3.139,00",96
25/02/2019,CHEQUE COMPENSADO,453,,-2400,0,"R$ 739,00",96
26/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,39,24,,"R$ 779,00",20
28/02/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,83,88,,"R$ 863,00",8
28/02/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,465,5,,"R$ 1.328,00",13
28/02/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,2184,57,,"R$ 3.512,00",70
28/02/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,730,91,,"R$ 4.243,00",61
01/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,76,53,,"R$ 4.320,00",14
01/03/2019,CHEQUE COMPENSADO,460,,-930,0,"R$ 3.390,00",14
06/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,9,81,,"R$ 3.399,00",95
06/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,104,0,,"R$ 3.503,00",95
06/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,539,60,,"R$ 4.043,00",55
06/03/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,14,,-771,49,"R$ 3.272,00",6
07/03/2019,CARTAO VISA ELECTRON CIELO SA,9338296,26,49,,"R$ 3.298,00",55
07/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,269,80,,"R$ 3.568,00",35
07/03/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-29,92,"R$ 3.538,00",43
08/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,49,5,,"R$ 3.587,00",48
08/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,107,92,,"R$ 3.695,00",40
11/03/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,33,6,,"R$ 3.728,00",46
11/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,52,0,,"R$ 3.780,00",46
12/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,47,58,,"R$ 3.828,00",4
13/03/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,33,30,,"R$ 3.861,00",34
13/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,98,60,,"R$ 3.959,00",94
13/03/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-165,24,"R$ 3.794,00",70
14/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,91,24,,"R$ 3.885,00",94
14/03/2019,PAGTO ELETRON  COBRANCA NUBANKPAI,15,,-1413,3,"R$ 2.472,00",91
14/03/2019,CHEQUE COMPENSADO,461,,-929,85,"R$ 1.543,00",6
14/03/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-40,9,"R$ 1.502,00",97
15/03/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,500,0,,"R$ 2.002,00",97
15/03/2019,DEP DINH CORRESP BANC O PROPRIO FAVORECIDO,5882080,1000,0,,"R$ 3.002,00",97
15/03/2019,TARIFA BANCARIA CESTA PJ 2,10319,,-54,5,"R$ 2.948,00",92
18/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,90,26,,"R$ 3.039,00",18
18/03/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,23,83,,"R$ 3.063,00",1
18/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,160,90,,"R$ 3.223,00",91
20/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,19,62,,"R$ 3.243,00",53
20/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,64,75,,"R$ 3.308,00",28
20/03/2019,RECIBO RETIRADA CB ESPECIE,1,,-1766,69,"R$ 1.541,00",59
22/03/2019,CIELO HIPER CREDITO CIELO SA,9338296,39,21,,"R$ 1.580,00",80
25/03/2019,CARTAO VISA ELECTRON CIELO SA,9338296,19,62,,"R$ 1.600,00",42
25/03/2019,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 1.634,00",76
25/03/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,40,43,,"R$ 1.675,00",19
25/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,41,21,,"R$ 1.716,00",40
25/03/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 1.676,00",41
27/03/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,43,43,,"R$ 1.719,00",84
27/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,189,35,,"R$ 1.909,00",19
28/03/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,50,53,,"R$ 1.959,00",72
28/03/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,156,98,,"R$ 2.116,00",70
29/03/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,9280,99,,"R$ 11.397,00",69
29/03/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,1653,69,,"R$ 13.051,00",38
29/03/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,38,43,,"R$ 13.089,00",81
29/03/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,507,69,,"R$ 13.597,00",50
01/04/2019,CARTAO VISA ELECTRON CIELO SA,9338296,41,70,,"R$ 13.639,00",20
01/04/2019,CARTAO VISA ELECTRON CIELO SA,9338296,196,22,,"R$ 13.835,00",42
01/04/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,301,1,,"R$ 14.136,00",43
01/04/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,1690,60,,"R$ 15.827,00",3
01/04/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,126,77,,"R$ 15.953,00",80
01/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,63,77,,"R$ 16.017,00",57
02/04/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,24,53,,"R$ 16.042,00",10
02/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,22,57,,"R$ 16.064,00",67
03/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,4,91,,"R$ 16.069,00",58
03/04/2019,PAGTO ELETRON  COBRANCA NUBANKEMERSOM,16,,-399,7,"R$ 15.670,00",51
03/04/2019,CHEQUE COMPENSADO,391,,-2000,0,"R$ 13.670,00",51
04/04/2019,RECEBIMENTO FORNECEDOR CIELO SA,9338296,176,40,,"R$ 13.846,00",91
08/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,9,81,,"R$ 13.856,00",72
08/04/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-32,41,"R$ 13.824,00",31
10/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,19,62,,"R$ 13.843,00",93
10/04/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-158,88,"R$ 13.685,00",5
11/04/2019,RECIBO DE RETIRADA ESPECIE,1000398,,-13685,0,"R$ 0,00",5
11/04/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,0,5,"R$ 0,00",0
12/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,43,17,,"R$ 43,00",17
12/04/2019,MORA CONTA DE LUZ COSERN/RN,1108673,,-37,68,"R$ 5,00",49
15/04/2019,CARTAO VISA ELECTRON CIELO SA,9338296,510,17,,"R$ 515,00",66
15/04/2019,TARIFA RECIBO RETIRADA RETIRADA COM RECIBO AVULSO,110419,,-4,55,"R$ 511,00",11
15/04/2019,TARIFA BANCARIA CESTA PJ 2,10419,,-54,5,"R$ 457,00",6
18/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,57,88,,"R$ 514,00",94
22/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,14,72,,"R$ 529,00",66
22/04/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 489,00",67
23/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,192,78,,"R$ 682,00",45
24/04/2019,SAQUE COM CARTAO CB ESPECIE,5882080,,-71,0,"R$ 611,00",45
24/04/2019,SAQUE COM CARTAO CB RECEBIMENTOS DIVERSOS,5882080,,-559,83,"R$ 51,00",62
26/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,52,0,,"R$ 103,00",62
29/04/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,385,90,,"R$ 489,00",52
29/04/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,114,79,,"R$ 604,00",31
30/04/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,14,72,,"R$ 619,00",3
30/04/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,8090,73,,"R$ 8.709,00",76
30/04/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,1201,25,,"R$ 9.911,00",1
30/04/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,229,99,,"R$ 10.141,00",0
30/04/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,336,98,,"R$ 10.477,00",98
02/05/2019,VENDA CARTAO DE CREDITO,9338296,26,49,,"R$ 10.504,00",47
02/05/2019,CIELO VDA CREDITO MASTER CIELO SA,9338296,321,31,,"R$ 10.825,00",78
02/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,110,86,,"R$ 10.936,00",64
02/05/2019,SAQUE COM CARTAO CB ESPECIE,5882080,,-1216,79,"R$ 9.719,00",85
03/05/2019,TRANSF CC PARA CC PJ ALVES COMERCIO DE UTILIDADES DOM,5392698,,-2000,0,"R$ 7.719,00",85
06/05/2019,PAGTO ELETRONICO TRIBUTO INTERNET --SIMPLES NACIONAL,5640890,,-76,89,"R$ 7.642,00",96
06/05/2019,PAGTO ELETRONICO TRIBUTO INTERNET --SIMPLES NACIONAL,5644335,,-27,21,"R$ 7.615,00",75
06/05/2019,PAGTO ELETRONICO TRIBUTO INTERNET --SIMPLES NACIONAL,5649950,,-36,98,"R$ 7.578,00",77
06/05/2019,TRANSF CC PARA CC PJ JOAO PAULO FREIRE DE FRANCA,5870735,,-2000,0,"R$ 5.578,00",77
07/05/2019,TRANSF CC PARA CC PJ ALVES COMERCIO DE UTILIDADES DOM,5392176,,-1970,0,"R$ 3.608,00",77
07/05/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-32,41,"R$ 3.576,00",36
09/05/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,40,23,,"R$ 3.616,00",59
09/05/2019,DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472,4810129,,-33,56,"R$ 3.583,00",3
09/05/2019,DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472,4810129,,-146,34,"R$ 3.436,00",69
09/05/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-169,81,"R$ 3.266,00",88
10/05/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-26,12,"R$ 3.240,00",76
13/05/2019,CARTAO VISA ELECTRON CIELO SA,9338296,77,50,,"R$ 3.318,00",26
13/05/2019,CARTAO VISA ELECTRON CIELO SA,9338296,212,91,,"R$ 3.531,00",17
13/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,319,34,,"R$ 3.850,00",51
14/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,125,58,,"R$ 3.976,00",9
14/05/2019,PAGTO ELETRON  COBRANCA NUBANKPAI,18,,-657,73,"R$ 3.318,00",36
14/05/2019,PAGTO ELETRON  COBRANCA MOTO,19,,-112,71,"R$ 3.205,00",65
15/05/2019,TARIFA BANCARIA CESTA PJ 2,20519,,-54,5,"R$ 3.151,00",60
16/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,71,13,,"R$ 3.222,00",73
20/05/2019,PAGTO ELETRON  COBRANCA FATURA,20,,-616,40,"R$ 2.606,00",33
20/05/2019,CHEQUE COMPENSADO,466,,-1800,0,"R$ 806,00",33
21/05/2019,CARTAO VISA ELECTRON CIELO SA,9338296,68,68,,"R$ 875,00",1
21/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,37,28,,"R$ 912,00",29
22/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,49,5,,"R$ 961,00",34
22/05/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-44,45,"R$ 916,00",89
23/05/2019,CARTAO VISA ELECTRON CIELO SA,9338296,34,34,,"R$ 951,00",23
24/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,24,4,,"R$ 975,00",27
27/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,516,5,,"R$ 1.491,00",32
27/05/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,8658,42,,"R$ 10.149,00",74
27/05/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,705,95,,"R$ 10.855,00",69
27/05/2019,TRANSF CC PARA CC PJ BENICIO FREIRE DE QUEIROZ 013765,5882597,,-100,0,"R$ 10.755,00",69
28/05/2019,PAGTO ELETRON  COBRANCA FATURA,21,,-1080,97,"R$ 9.674,00",72
28/05/2019,CHEQUE COMPENSADO,464,,-1150,0,"R$ 8.524,00",72
29/05/2019,CARTAO VISA ELECTRON CIELO SA,9338296,31,40,,"R$ 8.556,00",12
29/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,42,68,,"R$ 8.598,00",80
30/05/2019,CIELO VDA CREDITO ELO CIELO SA,9338296,64,2,,"R$ 8.662,00",82
30/05/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 8.697,00",16
30/05/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,543,33,,"R$ 9.240,00",49
30/05/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,240,43,,"R$ 9.480,00",92
30/05/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,710,77,,"R$ 10.191,00",69
03/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,344,18,,"R$ 10.535,00",87
04/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,34,34,,"R$ 10.570,00",21
05/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,153,5,,"R$ 10.723,00",26
05/06/2019,DEBITO P/ORDEM DE FIRMAS CIELO S/A TEL.0800.570-8472,4810156,,-179,90,"R$ 10.543,00",36
05/06/2019,CHEQUE COMPENSADO,470,,-1740,0,"R$ 8.803,00",36
06/06/2019,CHEQUE COMPENSADO,467,,-1483,0,"R$ 7.320,00",36
07/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,39,24,,"R$ 7.359,00",60
07/06/2019,RECIBO DE RETIRADA ESPECIE,1030518,,-4000,0,"R$ 3.359,00",60
07/06/2019,SAQUE C/C BDN Ag05882maq063311seq0335107061225,3311351,,-1000,0,"R$ 2.359,00",60
07/06/2019,SAQUE C/C BDN Ag05882maq063311seq0336007061228,3311360,,-2000,0,"R$ 359,00",60
07/06/2019,SAQUE C/C BDN Ag05882maq063311seq0336807061229,3311368,,-300,0,"R$ 59,00",60
07/06/2019,CONTA DE TELEFONE TIM SA (CELULAR)-69698079012,9807901,,-32,41,"R$ 27,00",19
10/06/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,104,0,,"R$ 131,00",19
10/06/2019,CONTA DE LUZ COSERN/RN-0856694720,5669472,,-131,19,"R$ 0,00",0
11/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,69,65,,"R$ 69,00",65
11/06/2019,TARIFA RECIBO RETIRADA RETIRADA COM RECIBO AVULSO,70619,,-4,55,"R$ 65,00",10
11/06/2019,MORA CONTA DE LUZ COSERN/RN,5669472,,-63,5,"R$ 2,00",5
11/06/2019,CONTA DE LUZ COSERN/RN-7011086734,1108673,,-2,5,"R$ 0,00",0
12/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,105,96,,"R$ 105,00",96
12/06/2019,MORA CONTA DE LUZ COSERN/RN,1108673,,-26,32,"R$ 79,00",64
14/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,114,79,,"R$ 194,00",43
14/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,101,5,,"R$ 295,00",48
14/06/2019,TARIFA BANCARIA CESTA PJ 2,30619,,-54,5,"R$ 241,00",43
17/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,117,73,,"R$ 359,00",16
17/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,166,30,,"R$ 525,00",46
17/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,167,27,,"R$ 692,00",73
17/06/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,163,84,,"R$ 856,00",57
17/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,372,81,,"R$ 1.229,00",38
17/06/2019,SAQUE COM CARTAO CB ESPECIE,5882080,,-1000,0,"R$ 229,00",38
18/06/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,83,39,,"R$ 312,00",77
18/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 342,00",20
19/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,194,8,,"R$ 536,00",28
21/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,49,5,,"R$ 585,00",33
21/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,148,15,,"R$ 733,00",48
21/06/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,15038,96,,"R$ 15.772,00",44
21/06/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,2291,98,,"R$ 18.064,00",42
21/06/2019,PAGTO ELETRON  COBRANCA NUBANKKAKA,22,,-749,76,"R$ 17.314,00",66
21/06/2019,CONTA DE AGUA CAERN/RN-07448376,744837,,-39,99,"R$ 17.274,00",67
24/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,49,5,,"R$ 17.323,00",72
24/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,88,30,,"R$ 17.412,00",2
24/06/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,127,54,,"R$ 17.539,00",56
24/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,522,82,,"R$ 18.062,00",38
25/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,40,80,,"R$ 18.103,00",18
26/06/2019,CARTAO VISA ELECTRON CIELO SA,9338296,49,5,,"R$ 18.152,00",23
26/06/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,14,60,,"R$ 18.166,00",83
26/06/2019,CHEQUE COMPENSADO,498,,-5250,0,"R$ 12.916,00",83
27/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,29,43,,"R$ 12.946,00",26
28/06/2019,CIELO VDA DEBITO ELO CIELO SA,9338296,12,60,,"R$ 12.958,00",86
28/06/2019,CIELO MASTER ANTECIPACAO CIELO SA,9338296,4808,63,,"R$ 17.767,00",49
28/06/2019,CIELO VISA ANTECIPACAO CIELO SA,9338296,860,86,,"R$ 18.628,00",35
28/06/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,251,37,,"R$ 18.879,00",72
28/06/2019,CIELO ANTECIPACAO OUTRAS CIELO SA,9338296,508,4,,"R$ 19.387,00",76
28/06/2019,SAQUE COM CARTAO ESPECIE,856103,,-2900,0,"R$ 16.487,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0061828061141,1292618,,-2500,0,"R$ 13.987,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0062828061143,1292628,,-2500,0,"R$ 11.487,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0063328061144,1292633,,-2500,0,"R$ 8.987,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0066128061151,1292661,,-1000,0,"R$ 7.987,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0067228061153,1292672,,-1000,0,"R$ 6.987,00",76
28/06/2019,SAQUE C/C BDN Ag05882maq051292seq0068328061154,1292683,,-500,0,"R$ 6.487,00",76
01/07/2019,CIELO VDA DEBITO MASTER CIELO SA,9338296,16,60,,"R$ 6.504,00",36
